committee,name,party,rank,title,thomas,bioguide,chamber
HSWM06,Vern Buchanan,majority,1,Chair,01840,B001260,
HSWM06,David Schweikert,majority,2,,01994,S001183,
HSWM06,Jackie Walorski,majority,3,,02128,W000813,
HSWM06,Carlos Curbelo,majority,4,,02235,C001107,
HSWM06,Mike Bishop,majority,5,,02249,B001293,
HSWM06,Patrick Meehan,majority,6,,02052,M001181,
HSWM06,George Holding,majority,7,,02143,H001065,
HSWM06,John Lewis,minority,1,Ranking Member,00688,L000287,
HSWM06,Joseph Crowley,minority,2,,01604,C001038,
HSWM06,Suzan K. DelBene,minority,3,,02096,D000617,
HSWM06,Earl Blumenauer,minority,4,,00099,B000574,
JCSE,Roger F. Wicker,majority,1,Cochairman,01226,W000437,senate
JCSE,John Boozman,majority,2,,01687,B001236,senate
JCSE,Marco Rubio,majority,3,,02084,R000595,senate
JCSE,Thom Tillis,majority,4,,02291,T000476,senate
JCSE,Cory Gardner,majority,5,,01998,G000562,senate
JCSE,Benjamin L. Cardin,minority,1,,00174,C000141,senate
JCSE,Sheldon Whitehouse,minority,2,,01823,W000802,senate
JCSE,Tom Udall,minority,3,,01567,U000039,senate
JCSE,Jeanne Shaheen,minority,4,,01901,S001181,senate
JCSE,Christopher H. Smith,majority,1,Co-Chairman,01071,S000522,house
JCSE,Robert Aderholt,majority,3,,01460,A000055,house
JCSE,Michael C. Burgess,majority,4,,01751,B001248,house
JCSE,Alcee L. Hastings,minority,1,,00511,H000324,house
JCSE,Louise McIntosh Slaughter,minority,2,,01069,S000480,house
JCSE,Steve Cohen,minority,3,,01878,C001068,house
JSEC,Mike Lee,majority,1,Vice Chairman,02080,L000577,senate
JSEC,Tom Cotton,majority,2,,02098,C001095,senate
JSEC,Ben Sasse,majority,3,,02289,S001197,senate
JSEC,Rob Portman,majority,4,,00924,P000449,senate
JSEC,Ted Cruz,majority,5,,02175,C001098,senate
JSEC,Bill Cassidy,majority,6,,01925,C001075,senate
JSEC,Martin Heinrich,minority,1,,01937,H001046,senate
JSEC,Amy Klobuchar,minority,2,,01826,K000367,senate
JSEC,Gary C. Peters,minority,3,,01929,P000595,senate
JSEC,Margaret Wood Hassan,minority,4,,,H001076,senate
JSEC,Kevin Brady,majority,1,Chairman,01468,B000755,house
JSEC,Sean P. Duffy,majority,3,,02072,D000614,house
JSEC,Justin Amash,majority,4,,02029,A000367,house
JSEC,Erik Paulsen,majority,5,,01930,P000594,house
JSEC,Carolyn B. Maloney,minority,1,,00729,M000087,house
JSEC,Elijah E. Cummings,minority,3,,00256,C000984,house
JSEC,John K. Delaney,minority,4,,02133,D000620,house
JSLC,Richard C. Shelby,majority,1,Vice Chairman,01049,S000320,senate
JSLC,Pat Roberts,majority,2,,00968,R000307,senate
JSLC,Roy Blunt,majority,3,,01464,B000575,senate
JSLC,Amy Klobuchar,minority,1,,01826,K000367,senate
JSLC,Patrick J. Leahy,minority,2,,01383,L000174,senate
JSLC,Gregg Harper,majority,1,Chairman,01933,H001045,house
JSLC,Tom Cole,majority,3,,01742,C001053,house
JSLC,Robert A. Brady,minority,1,,01469,B001227,house
JSLC,Zoe Lofgren,minority,2,,00701,L000397,house
JSPR,Richard C. Shelby,majority,1,Chairman,01049,S000320,senate
JSPR,Pat Roberts,majority,2,,00968,R000307,senate
JSPR,Roger F. Wicker,majority,3,,01226,W000437,senate
JSPR,Amy Klobuchar,minority,1,,01826,K000367,senate
JSPR,Tom Udall,minority,2,,01567,U000039,senate
JSPR,Gregg Harper,majority,1,Vice Chairman,01933,H001045,house
JSPR,Robert A. Brady,minority,1,,01469,B001227,house
JSPR,Juan Vargas,minority,2,,02112,V000130,house
JSTX,Orrin G. Hatch,majority,1,Vice Chairman,01351,H000338,senate
JSTX,Chuck Grassley,majority,2,,00457,G000386,senate
JSTX,Mike Crapo,majority,3,,00250,C000880,senate
JSTX,Ron Wyden,minority,1,,01247,W000779,senate
JSTX,Debbie Stabenow,minority,2,,01531,S000770,senate
JSTX,Paul Ryan,majority,1,Chairman,01560,R000570,house
JSTX,Sam Johnson,majority,2,,00603,J000174,house
JSTX,Kevin Brady,majority,3,,01468,B000755,house
JSTX,Sander Levin,minority,1,,00683,L000263,house
SCNC,Chuck Grassley,majority,1,Chairman,00457,G000386,
SCNC,John Cornyn,majority,2,,01692,C001056,
SCNC,James E. Risch,majority,3,,01896,R000584,
SCNC,Dianne Feinstein,minority,1,,01332,F000062,
SCNC,Sheldon Whitehouse,minority,2,,01823,W000802,
SCNC,Heidi Heitkamp,minority,3,,02174,H001069,
SLET,Johnny Isakson,majority,1,Chairman,01608,I000055,
SLET,Pat Roberts,majority,2,,00968,R000307,
SLET,James E. Risch,majority,3,,01896,R000584,
SLET,Christopher A. Coons,minority,1,Vice Chairman,01984,C001088,
SLET,Brian Schatz,minority,2,,02173,S001194,
SLET,Jeanne Shaheen,minority,3,,01901,S001181,
SLIA,John Hoeven,majority,1,Chairman,02079,H001061,
SLIA,John Barrasso,majority,2,,01881,B001261,
SLIA,John McCain,majority,3,,00754,M000303,
SLIA,Lisa Murkowski,majority,4,,01694,M001153,
SLIA,James Lankford,majority,5,,02050,L000575,
SLIA,Steve Daines,majority,6,,02138,D000618,
SLIA,Mike Crapo,majority,7,,00250,C000880,
SLIA,Jerry Moran,majority,8,,01507,M000934,
SLIA,Tom Udall,minority,1,Vice Chairman,01567,U000039,
SLIA,Maria Cantwell,minority,2,,00172,C000127,
SLIA,Jon Tester,minority,3,,01829,T000464,
SLIA,Brian Schatz,minority,5,,02173,S001194,
SLIA,Heidi Heitkamp,minority,6,,02174,H001069,
SLIA,Catherine Cortez Masto,minority,7,,,C001113,
SLIN,Richard Burr,majority,1,Chairman,00153,B001135,
SLIN,James E. Risch,majority,2,,01896,R000584,
SLIN,Marco Rubio,majority,3,,02084,R000595,
SLIN,Susan M. Collins,majority,4,,01541,C001035,
SLIN,Roy Blunt,majority,5,,01464,B000575,
SLIN,James Lankford,majority,6,,02050,L000575,
SLIN,Tom Cotton,majority,7,,02098,C001095,
SLIN,John Cornyn,majority,8,,01692,C001056,
SLIN,Mitch McConnell,majority,9,Ex Officio,01395,M000355,
SLIN,John McCain,majority,10,Ex Officio,00754,M000303,
SLIN,Mark R. Warner,minority,1,Vice Chairman,01897,W000805,
SLIN,Dianne Feinstein,minority,2,,01332,F000062,
SLIN,Ron Wyden,minority,3,,01247,W000779,
SLIN,Martin Heinrich,minority,4,,01937,H001046,
SLIN,"Angus S. King, Jr.",minority,5,,02185,K000383,
SLIN,"Joe Manchin, III",minority,6,,01983,M001183,
SLIN,Kamala D. Harris,minority,7,,,H001075,
SLIN,Charles E. Schumer,minority,8,Ex Officio,01036,S000148,
SLIN,Jack Reed,minority,9,Ex Officio,00949,R000122,
SPAG,Susan M. Collins,majority,1,Chairman,01541,C001035,
SPAG,Orrin G. Hatch,majority,2,,01351,H000338,
SPAG,Jeff Flake,majority,3,,01633,F000444,
SPAG,Tim Scott,majority,4,,02056,S001184,
SPAG,Thom Tillis,majority,5,,02291,T000476,
SPAG,Bob Corker,majority,6,,01825,C001071,
SPAG,Richard Burr,majority,7,,00153,B001135,
SPAG,Marco Rubio,majority,8,,02084,R000595,
SPAG,Deb Fischer,majority,9,,02179,F000463,
SPAG,"Robert P. Casey, Jr.",minority,1,Ranking Member,01828,C001070,
SPAG,Bill Nelson,minority,2,,00859,N000032,
SPAG,Sheldon Whitehouse,minority,3,,01823,W000802,
SPAG,Kirsten E. Gillibrand,minority,4,,01866,G000555,
SPAG,Richard Blumenthal,minority,5,,02076,B001277,
SPAG,Joe Donnelly,minority,6,,01850,D000607,
SPAG,Elizabeth Warren,minority,7,,02182,W000817,
SPAG,Catherine Cortez Masto,minority,8,,,C001113,
SSAF,Pat Roberts,majority,1,Chairman,00968,R000307,
SSAF,Thad Cochran,majority,2,,00213,C000567,
SSAF,Mitch McConnell,majority,3,,01395,M000355,
SSAF,John Boozman,majority,4,,01687,B001236,
SSAF,John Hoeven,majority,5,,02079,H001061,
SSAF,Joni Ernst,majority,6,,02283,E000295,
SSAF,Chuck Grassley,majority,7,,00457,G000386,
SSAF,John Thune,majority,8,,01534,T000250,
SSAF,Steve Daines,majority,9,,02138,D000618,
SSAF,David Perdue,majority,10,,02286,P000612,
SSAF,Debbie Stabenow,minority,1,Ranking Member,01531,S000770,
SSAF,Patrick J. Leahy,minority,2,,01383,L000174,
SSAF,Sherrod Brown,minority,3,,00136,B000944,
SSAF,Amy Klobuchar,minority,4,,01826,K000367,
SSAF,Michael F. Bennet,minority,5,,01965,B001267,
SSAF,Kirsten E. Gillibrand,minority,6,,01866,G000555,
SSAF,Joe Donnelly,minority,7,,01850,D000607,
SSAF,Heidi Heitkamp,minority,8,,02174,H001069,
SSAF,"Robert P. Casey, Jr.",minority,9,,01828,C001070,
SSAF,Chris Van Hollen,minority,10,,01729,V000128,
SSAF13,John Boozman,majority,1,Chairman,01687,B001236,
SSAF13,Thad Cochran,majority,2,,00213,C000567,
SSAF13,John Hoeven,majority,3,,02079,H001061,
SSAF13,Chuck Grassley,majority,4,,00457,G000386,
SSAF13,John Thune,majority,5,,01534,T000250,
SSAF13,Steve Daines,majority,6,,02138,D000618,
SSAF13,David Perdue,majority,7,,02286,P000612,
SSAF13,Pat Roberts,majority,8,Ex Officio,00968,R000307,
SSAF13,Heidi Heitkamp,minority,1,Ranking Member,02174,H001069,
SSAF13,Sherrod Brown,minority,2,,00136,B000944,
SSAF13,Michael F. Bennet,minority,3,,01965,B001267,
SSAF13,Kirsten E. Gillibrand,minority,4,,01866,G000555,
SSAF13,Joe Donnelly,minority,5,,01850,D000607,
SSAF13,Chris Van Hollen,minority,6,,01729,V000128,
SSAF13,Debbie Stabenow,minority,7,Ex Officio,01531,S000770,
SSAF14,Steve Daines,majority,1,Chairman,02138,D000618,
SSAF14,Thad Cochran,majority,2,,00213,C000567,
SSAF14,Mitch McConnell,majority,3,,01395,M000355,
SSAF14,John Boozman,majority,4,,01687,B001236,
SSAF14,Chuck Grassley,majority,5,,00457,G000386,
SSAF14,Pat Roberts,majority,7,Ex Officio,00968,R000307,
SSAF14,Michael F. Bennet,minority,1,Ranking Member,01965,B001267,
SSAF14,Patrick J. Leahy,minority,2,,01383,L000174,
SSAF14,Amy Klobuchar,minority,3,,01826,K000367,
SSAF14,Joe Donnelly,minority,4,,01850,D000607,
SSAF14,"Robert P. Casey, Jr.",minority,5,,01828,C001070,
SSAF14,Debbie Stabenow,minority,6,Ex Officio,01531,S000770,
SSAF15,Joni Ernst,majority,1,Chairman,02283,E000295,
SSAF15,Thad Cochran,majority,2,,00213,C000567,
SSAF15,John Boozman,majority,3,,01687,B001236,
SSAF15,John Hoeven,majority,4,,02079,H001061,
SSAF15,John Thune,majority,5,,01534,T000250,
SSAF15,Steve Daines,majority,6,,02138,D000618,
SSAF15,Pat Roberts,majority,8,Ex Officio,00968,R000307,
SSAF15,Chris Van Hollen,minority,1,Ranking Member,01729,V000128,
SSAF15,Sherrod Brown,minority,2,,00136,B000944,
SSAF15,Amy Klobuchar,minority,3,,01826,K000367,
SSAF15,Michael F. Bennet,minority,4,,01965,B001267,
SSAF15,Joe Donnelly,minority,5,,01850,D000607,
SSAF15,Heidi Heitkamp,minority,6,,02174,H001069,
SSAF15,Debbie Stabenow,minority,7,Ex Officio,01531,S000770,
SSAF16,Mitch McConnell,majority,2,,01395,M000355,
SSAF16,John Boozman,majority,3,,01687,B001236,
SSAF16,John Hoeven,majority,4,,02079,H001061,
SSAF16,Joni Ernst,majority,5,,02283,E000295,
SSAF16,David Perdue,majority,6,,02286,P000612,
SSAF16,Pat Roberts,majority,7,Ex Officio,00968,R000307,
SSAF16,"Robert P. Casey, Jr.",minority,1,Ranking Member,01828,C001070,
SSAF16,Patrick J. Leahy,minority,2,,01383,L000174,
SSAF16,Sherrod Brown,minority,3,,00136,B000944,
SSAF16,Kirsten E. Gillibrand,minority,4,,01866,G000555,
SSAF16,Chris Van Hollen,minority,5,,01729,V000128,
SSAF16,Debbie Stabenow,minority,6,Ex Officio,01531,S000770,
SSAF17,David Perdue,majority,1,Chairman,02286,P000612,
SSAF17,Mitch McConnell,majority,2,,01395,M000355,
SSAF17,Joni Ernst,majority,3,,02283,E000295,
SSAF17,Chuck Grassley,majority,4,,00457,G000386,
SSAF17,John Thune,majority,5,,01534,T000250,
SSAF17,Steve Daines,majority,6,,02138,D000618,
SSAF17,Pat Roberts,majority,7,Ex Officio,00968,R000307,
SSAF17,Kirsten E. Gillibrand,minority,1,Ranking Member,01866,G000555,
SSAF17,Patrick J. Leahy,minority,2,,01383,L000174,
SSAF17,Amy Klobuchar,minority,3,,01826,K000367,
SSAF17,Heidi Heitkamp,minority,4,,02174,H001069,
SSAF17,"Robert P. Casey, Jr.",minority,5,,01828,C001070,
SSAF17,Debbie Stabenow,minority,6,Ex Officio,01531,S000770,
SSAP,Thad Cochran,majority,1,Chairman,00213,C000567,
SSAP,Mitch McConnell,majority,2,,01395,M000355,
SSAP,Richard C. Shelby,majority,3,,01049,S000320,
SSAP,Lamar Alexander,majority,4,,01695,A000360,
SSAP,Susan M. Collins,majority,5,,01541,C001035,
SSAP,Lisa Murkowski,majority,6,,01694,M001153,
SSAP,Lindsey Graham,majority,7,,00452,G000359,
SSAP,Roy Blunt,majority,8,,01464,B000575,
SSAP,Jerry Moran,majority,9,,01507,M000934,
SSAP,John Hoeven,majority,10,,02079,H001061,
SSAP,John Boozman,majority,11,,01687,B001236,
SSAP,Shelley Moore Capito,majority,12,,01676,C001047,
SSAP,James Lankford,majority,13,,02050,L000575,
SSAP,Steve Daines,majority,14,,02138,D000618,
SSAP,John Kennedy,majority,15,,,K000393,
SSAP,Marco Rubio,majority,16,,02084,R000595,
SSAP,Patrick J. Leahy,minority,1,Ranking Member,01383,L000174,
SSAP,Patty Murray,minority,2,,01409,M001111,
SSAP,Dianne Feinstein,minority,3,,01332,F000062,
SSAP,Richard J. Durbin,minority,4,,00326,D000563,
SSAP,Jack Reed,minority,5,,00949,R000122,
SSAP,Jon Tester,minority,6,,01829,T000464,
SSAP,Tom Udall,minority,7,,01567,U000039,
SSAP,Jeanne Shaheen,minority,8,,01901,S001181,
SSAP,Jeff Merkley,minority,9,,01900,M001176,
SSAP,Christopher A. Coons,minority,10,,01984,C001088,
SSAP,Brian Schatz,minority,11,,02173,S001194,
SSAP,Tammy Baldwin,minority,12,,01558,B001230,
SSAP,Christopher Murphy,minority,13,,01837,M001169,
SSAP,"Joe Manchin, III",minority,14,,01983,M001183,
SSAP,Chris Van Hollen,minority,15,,01729,V000128,
SSAP01,John Hoeven,majority,1,Chairman,02079,H001061,
SSAP01,Thad Cochran,majority,2,,00213,C000567,
SSAP01,Mitch McConnell,majority,3,,01395,M000355,
SSAP01,Susan M. Collins,majority,4,,01541,C001035,
SSAP01,Roy Blunt,majority,5,,01464,B000575,
SSAP01,Jerry Moran,majority,6,,01507,M000934,
SSAP01,Marco Rubio,majority,7,,02084,R000595,
SSAP01,Jeff Merkley,minority,1,Ranking Member,01900,M001176,
SSAP01,Dianne Feinstein,minority,2,,01332,F000062,
SSAP01,Jon Tester,minority,3,,01829,T000464,
SSAP01,Tom Udall,minority,4,,01567,U000039,
SSAP01,Patrick J. Leahy,minority,5,,01383,L000174,
SSAP01,Tammy Baldwin,minority,6,,01558,B001230,
SSAP02,Thad Cochran,majority,1,Chairman,00213,C000567,
SSAP02,Mitch McConnell,majority,2,,01395,M000355,
SSAP02,Richard C. Shelby,majority,3,,01049,S000320,
SSAP02,Lamar Alexander,majority,4,,01695,A000360,
SSAP02,Susan M. Collins,majority,5,,01541,C001035,
SSAP02,Lisa Murkowski,majority,6,,01694,M001153,
SSAP02,Lindsey Graham,majority,7,,00452,G000359,
SSAP02,Roy Blunt,majority,8,,01464,B000575,
SSAP02,Steve Daines,majority,9,,02138,D000618,
SSAP02,Jerry Moran,majority,10,,01507,M000934,
SSAP02,Richard J. Durbin,minority,1,Ranking Member,00326,D000563,
SSAP02,Patrick J. Leahy,minority,2,,01383,L000174,
SSAP02,Dianne Feinstein,minority,3,,01332,F000062,
SSAP02,Patty Murray,minority,4,,01409,M001111,
SSAP02,Jack Reed,minority,5,,00949,R000122,
SSAP02,Jon Tester,minority,6,,01829,T000464,
SSAP02,Tom Udall,minority,7,,01567,U000039,
SSAP02,Brian Schatz,minority,8,,02173,S001194,
SSAP02,Tammy Baldwin,minority,9,,01558,B001230,
SSAP08,James Lankford,majority,1,Chairman,02050,L000575,
SSAP08,John Kennedy,majority,2,,,K000393,
SSAP08,Marco Rubio,majority,3,,02084,R000595,
SSAP08,Thad Cochran,majority,4,Ex Officio,00213,C000567,
SSAP08,Christopher Murphy,minority,1,Ranking Member,01837,M001169,
SSAP08,Chris Van Hollen,minority,2,,01729,V000128,
SSAP08,Patrick J. Leahy,minority,3,Ex Officio,01383,L000174,
SSAP14,John Boozman,majority,1,Chairman,01687,B001236,
SSAP14,Thad Cochran,majority,2,,00213,C000567,
SSAP14,Richard C. Shelby,majority,3,,01049,S000320,
SSAP14,Lisa Murkowski,majority,4,,01694,M001153,
SSAP14,John Hoeven,majority,5,,02079,H001061,
SSAP14,James Lankford,majority,6,,02050,L000575,
SSAP14,John Kennedy,majority,7,,,K000393,
SSAP14,Jon Tester,minority,1,Ranking Member,01829,T000464,
SSAP14,Jeanne Shaheen,minority,2,,01901,S001181,
SSAP14,Patrick J. Leahy,minority,3,,01383,L000174,
SSAP14,Patty Murray,minority,4,,01409,M001111,
SSAP14,Tammy Baldwin,minority,5,,01558,B001230,
SSAP14,"Joe Manchin, III",minority,6,,01983,M001183,
SSAP16,Richard C. Shelby,majority,1,Chairman,01049,S000320,
SSAP16,Lamar Alexander,majority,2,,01695,A000360,
SSAP16,Lisa Murkowski,majority,3,,01694,M001153,
SSAP16,Susan M. Collins,majority,4,,01541,C001035,
SSAP16,Lindsey Graham,majority,5,,00452,G000359,
SSAP16,John Boozman,majority,6,,01687,B001236,
SSAP16,Shelley Moore Capito,majority,7,,01676,C001047,
SSAP16,James Lankford,majority,8,,02050,L000575,
SSAP16,John Kennedy,majority,9,,,K000393,
SSAP16,Thad Cochran,majority,10,Ex Officio,00213,C000567,
SSAP16,Jeanne Shaheen,minority,1,Ranking Member,01901,S001181,
SSAP16,Patrick J. Leahy,minority,2,,01383,L000174,
SSAP16,Dianne Feinstein,minority,3,,01332,F000062,
SSAP16,Jack Reed,minority,4,,00949,R000122,
SSAP16,Christopher A. Coons,minority,5,,01984,C001088,
SSAP16,Brian Schatz,minority,6,,02173,S001194,
SSAP16,"Joe Manchin, III",minority,7,,01983,M001183,
SSAP16,Chris Van Hollen,minority,8,,01729,V000128,
SSAP17,Lisa Murkowski,majority,1,Chairman,01694,M001153,
SSAP17,Thad Cochran,majority,2,,00213,C000567,
SSAP17,Lamar Alexander,majority,3,,01695,A000360,
SSAP17,Roy Blunt,majority,4,,01464,B000575,
SSAP17,John Hoeven,majority,5,,02079,H001061,
SSAP17,Mitch McConnell,majority,6,,01395,M000355,
SSAP17,Steve Daines,majority,7,,02138,D000618,
SSAP17,Shelley Moore Capito,majority,8,,01676,C001047,
SSAP17,Tom Udall,minority,1,Ranking Member,01567,U000039,
SSAP17,Dianne Feinstein,minority,2,,01332,F000062,
SSAP17,Patrick J. Leahy,minority,3,,01383,L000174,
SSAP17,Jack Reed,minority,4,,00949,R000122,
SSAP17,Jon Tester,minority,5,,01829,T000464,
SSAP17,Jeff Merkley,minority,6,,01900,M001176,
SSAP17,Chris Van Hollen,minority,7,,01729,V000128,
SSAP18,Roy Blunt,majority,1,Chairman,01464,B000575,
SSAP18,Thad Cochran,majority,2,,00213,C000567,
SSAP18,Richard C. Shelby,majority,3,,01049,S000320,
SSAP18,Lamar Alexander,majority,4,,01695,A000360,
SSAP18,Lindsey Graham,majority,5,,00452,G000359,
SSAP18,Jerry Moran,majority,6,,01507,M000934,
SSAP18,Shelley Moore Capito,majority,7,,01676,C001047,
SSAP18,James Lankford,majority,8,,02050,L000575,
SSAP18,John Kennedy,majority,9,,,K000393,
SSAP18,Marco Rubio,majority,10,,02084,R000595,
SSAP18,Patty Murray,minority,1,Ranking Member,01409,M001111,
SSAP18,Richard J. Durbin,minority,2,,00326,D000563,
SSAP18,Jack Reed,minority,3,,00949,R000122,
SSAP18,Jeanne Shaheen,minority,4,,01901,S001181,
SSAP18,Jeff Merkley,minority,5,,01900,M001176,
SSAP18,Brian Schatz,minority,6,,02173,S001194,
SSAP18,Tammy Baldwin,minority,7,,01558,B001230,
SSAP18,Christopher Murphy,minority,8,,01837,M001169,
SSAP18,"Joe Manchin, III",minority,9,,01983,M001183,
SSAP18,Patrick J. Leahy,minority,10,Ex Officio,01383,L000174,
SSAP19,Jerry Moran,majority,1,Chairman,01507,M000934,
SSAP19,Mitch McConnell,majority,2,,01395,M000355,
SSAP19,Lisa Murkowski,majority,3,,01694,M001153,
SSAP19,John Hoeven,majority,4,,02079,H001061,
SSAP19,Susan M. Collins,majority,5,,01541,C001035,
SSAP19,John Boozman,majority,6,,01687,B001236,
SSAP19,Shelley Moore Capito,majority,7,,01676,C001047,
SSAP19,Marco Rubio,majority,8,,02084,R000595,
SSAP19,Thad Cochran,majority,9,Ex Officio,00213,C000567,
SSAP19,Brian Schatz,minority,1,Ranking Member,02173,S001194,
SSAP19,Jon Tester,minority,2,,01829,T000464,
SSAP19,Patty Murray,minority,3,,01409,M001111,
SSAP19,Jack Reed,minority,4,,00949,R000122,
SSAP19,Tom Udall,minority,5,,01567,U000039,
SSAP19,Tammy Baldwin,minority,6,,01558,B001230,
SSAP19,Christopher Murphy,minority,7,,01837,M001169,
SSAP19,Patrick J. Leahy,minority,8,Ex Officio,01383,L000174,
SSAP20,Lindsey Graham,majority,1,Chairman,00452,G000359,
SSAP20,Mitch McConnell,majority,2,,01395,M000355,
SSAP20,Roy Blunt,majority,3,,01464,B000575,
SSAP20,John Boozman,majority,4,,01687,B001236,
SSAP20,Jerry Moran,majority,5,,01507,M000934,
SSAP20,James Lankford,majority,6,,02050,L000575,
SSAP20,Steve Daines,majority,7,,02138,D000618,
SSAP20,Marco Rubio,majority,8,,02084,R000595,
SSAP20,Thad Cochran,majority,9,Ex Officio,00213,C000567,
SSAP20,Patrick J. Leahy,minority,1,Ranking Member,01383,L000174,
SSAP20,Richard J. Durbin,minority,2,,00326,D000563,
SSAP20,Jeanne Shaheen,minority,3,,01901,S001181,
SSAP20,Christopher A. Coons,minority,4,,01984,C001088,
SSAP20,Jeff Merkley,minority,5,,01900,M001176,
SSAP20,Christopher Murphy,minority,6,,01837,M001169,
SSAP20,Chris Van Hollen,minority,7,,01729,V000128,
SSAP22,Lamar Alexander,majority,1,Chairman,01695,A000360,
SSAP22,Thad Cochran,majority,2,,00213,C000567,
SSAP22,Mitch McConnell,majority,3,,01395,M000355,
SSAP22,Richard C. Shelby,majority,4,,01049,S000320,
SSAP22,Susan M. Collins,majority,5,,01541,C001035,
SSAP22,Lisa Murkowski,majority,6,,01694,M001153,
SSAP22,Lindsey Graham,majority,7,,00452,G000359,
SSAP22,John Hoeven,majority,8,,02079,H001061,
SSAP22,John Kennedy,majority,9,,,K000393,
SSAP22,Dianne Feinstein,minority,1,Ranking Member,01332,F000062,
SSAP22,Patty Murray,minority,2,,01409,M001111,
SSAP22,Jon Tester,minority,3,,01829,T000464,
SSAP22,Richard J. Durbin,minority,4,,00326,D000563,
SSAP22,Tom Udall,minority,5,,01567,U000039,
SSAP22,Jeanne Shaheen,minority,6,,01901,S001181,
SSAP22,Jeff Merkley,minority,7,,01900,M001176,
SSAP22,Christopher A. Coons,minority,8,,01984,C001088,
SSAP22,Patrick J. Leahy,minority,9,Ex Officio,01383,L000174,
SSAP23,Shelley Moore Capito,majority,1,Chairman,01676,C001047,
SSAP23,Jerry Moran,majority,2,,01507,M000934,
SSAP23,John Boozman,majority,3,,01687,B001236,
SSAP23,James Lankford,majority,4,,02050,L000575,
SSAP23,Steve Daines,majority,5,,02138,D000618,
SSAP23,Thad Cochran,majority,6,Ex Officio,00213,C000567,
SSAP23,Christopher A. Coons,minority,1,Ranking Member,01984,C001088,
SSAP23,Richard J. Durbin,minority,2,,00326,D000563,
SSAP23,"Joe Manchin, III",minority,3,,01983,M001183,
SSAP23,Chris Van Hollen,minority,4,,01729,V000128,
SSAP23,Patrick J. Leahy,minority,5,Ex Officio,01383,L000174,
SSAP24,Susan M. Collins,majority,1,Chairman,01541,C001035,
SSAP24,Richard C. Shelby,majority,2,,01049,S000320,
SSAP24,Lamar Alexander,majority,3,,01695,A000360,
SSAP24,Roy Blunt,majority,4,,01464,B000575,
SSAP24,John Boozman,majority,5,,01687,B001236,
SSAP24,Shelley Moore Capito,majority,6,,01676,C001047,
SSAP24,Steve Daines,majority,7,,02138,D000618,
SSAP24,Lindsey Graham,majority,8,,00452,G000359,
SSAP24,John Hoeven,majority,9,,02079,H001061,
SSAP24,Thad Cochran,majority,10,Ex Officio,00213,C000567,
SSAP24,Jack Reed,minority,1,Ranking Member,00949,R000122,
SSAP24,Patty Murray,minority,2,,01409,M001111,
SSAP24,Richard J. Durbin,minority,3,,00326,D000563,
